date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2011-12-15,Beans (black) - Wholesale,MT,pulses and nuts,1387.4567,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-01-15,Beans (black) - Wholesale,MT,pulses and nuts,1388.4625,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-02-15,Beans (black) - Wholesale,MT,pulses and nuts,1375.2025,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-03-15,Beans (black) - Wholesale,MT,pulses and nuts,1410.865,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-04-15,Beans (black) - Wholesale,MT,pulses and nuts,1428.1375,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-05-15,Beans (black) - Wholesale,MT,pulses and nuts,1436.92,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-06-15,Beans (black) - Wholesale,MT,pulses and nuts,1468.1025,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-07-15,Beans (black) - Wholesale,MT,pulses and nuts,1483.154,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-08-15,Beans (black) - Wholesale,MT,pulses and nuts,1556.6925,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-09-15,Beans (black) - Wholesale,MT,pulses and nuts,1488.29,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-10-15,Beans (black) - Wholesale,MT,pulses and nuts,1448.335,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-11-15,Beans (black) - Wholesale,MT,pulses and nuts,1422.3567,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2012-12-15,Beans (black) - Wholesale,MT,pulses and nuts,1508.17,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-01-15,Beans (black) - Wholesale,MT,pulses and nuts,1433.85,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-02-15,Beans (black) - Wholesale,MT,pulses and nuts,1456.6025,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-03-15,Beans (black) - Wholesale,MT,pulses and nuts,1588.75,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-04-15,Beans (black) - Wholesale,MT,pulses and nuts,1502.7567,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-05-15,Beans (black) - Wholesale,MT,pulses and nuts,1431.63,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-06-15,Beans (black) - Wholesale,MT,pulses and nuts,1488.1833,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-07-15,Beans (black) - Wholesale,MT,pulses and nuts,1486.8367,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-08-15,Beans (black) - Wholesale,MT,pulses and nuts,1533.4867,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-09-15,Beans (black) - Wholesale,MT,pulses and nuts,1512.166,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-10-15,Beans (black) - Wholesale,MT,pulses and nuts,1421.35,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-11-15,Beans (black) - Wholesale,MT,pulses and nuts,1404.26,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2013-12-15,Beans (black) - Wholesale,MT,pulses and nuts,1470.62,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-01-15,Beans (black) - Wholesale,MT,pulses and nuts,1583.09,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-02-15,Beans (black) - Wholesale,MT,pulses and nuts,1590.275,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-03-15,Beans (black) - Wholesale,MT,pulses and nuts,1548.276,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-04-15,Beans (black) - Wholesale,MT,pulses and nuts,1606.17,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-05-15,Beans (black) - Wholesale,MT,pulses and nuts,1668.245,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-06-15,Beans (black) - Wholesale,MT,pulses and nuts,1789.136,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-07-15,Beans (black) - Wholesale,MT,pulses and nuts,1817.9367,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-08-15,Beans (black) - Wholesale,MT,pulses and nuts,1830.1775,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-09-15,Beans (black) - Wholesale,MT,pulses and nuts,1927.02,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2014-12-15,Beans (black) - Wholesale,MT,pulses and nuts,2047.32,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-01-15,Beans (black) - Wholesale,MT,pulses and nuts,2062.12,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-02-15,Beans (black) - Wholesale,MT,pulses and nuts,2029.39,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-03-15,Beans (black) - Wholesale,MT,pulses and nuts,1951.965,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-04-15,Beans (black) - Wholesale,MT,pulses and nuts,1946.105,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-05-15,Beans (black) - Wholesale,MT,pulses and nuts,1930.08,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-06-15,Beans (black) - Wholesale,MT,pulses and nuts,1885.22,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-07-15,Beans (black) - Wholesale,MT,pulses and nuts,1882.77,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-10-15,Beans (black) - Wholesale,MT,pulses and nuts,1757.1967,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-11-15,Beans (black) - Wholesale,MT,pulses and nuts,1572.2225,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2015-12-15,Beans (black) - Wholesale,MT,pulses and nuts,1034.31,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2016-01-15,Beans (black) - Wholesale,MT,pulses and nuts,1687.19,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2016-02-15,Beans (black) - Wholesale,MT,pulses and nuts,1650.444,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2016-03-15,Beans (black) - Wholesale,MT,pulses and nuts,1628.28,USD,Costa Rica,,0,National Average,300,85,14,18,5,300_85_14_18,
2007-09-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,703.885,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2007-10-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,703.432,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2007-11-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,709.3675,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2007-12-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,730.0067,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-01-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,766.495,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-02-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,821.9225,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-03-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,841.205,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-04-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,793.8525,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-05-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,766.5333,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-06-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,785.562,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-07-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,718.47,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-08-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,786.385,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-09-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,881.666,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-10-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,978.0275,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-11-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,985.865,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2008-12-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1047.0033,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-01-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1086.865,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-02-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1055.175,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-03-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,995.752,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-04-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,952.9833,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-05-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,925.455,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-06-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,940.736,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-07-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,968.67,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-08-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,960.27,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-09-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1021.0825,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-10-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1029.3875,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-11-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1051.125,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2009-12-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1050.445,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-01-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1081.92,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-02-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1115.745,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-03-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1142.89,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-04-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1192.81,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-05-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1164.568,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-06-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1153.6475,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-07-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1169.595,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-08-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1203.668,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-09-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1209.01,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-10-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1211.5575,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-11-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1333.898,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2010-12-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1439.665,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-01-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1445.56,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-02-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1450.3067,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-03-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1451.8575,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-04-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1453.0633,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-05-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1445.322,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-06-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1436.965,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-07-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1439.18,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-08-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1436.254,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-09-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1423.785,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-10-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1407.538,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-11-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1422.26,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2011-12-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1439.93,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-01-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1328.695,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-02-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1281.375,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-03-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1431.965,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-04-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1448.2175,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-05-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1446.12,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-06-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1460.7275,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-07-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1461.428,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-08-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1464.58,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-09-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1467.7075,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-10-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1468.04,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-11-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1463.8233,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2012-12-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1467.945,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-01-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1458.65,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-02-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1456.6775,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-03-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1462.48,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-04-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1466.4867,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-05-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1464.76,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-06-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1525.6967,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-07-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1464.5533,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-08-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1463.2667,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-09-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1454.866,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-10-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1458.6675,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-11-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1306.66,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2013-12-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1308.78,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-01-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1240.83,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-02-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1135.115,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-03-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1086.158,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-04-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1088.8833,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-05-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1079.165,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-06-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1088.628,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-07-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1116.1467,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-08-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1109.4525,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-09-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1108.84,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2014-12-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1119.34,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-01-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1115.365,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-02-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1113.6475,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-03-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1121.2,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-04-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1124.0625,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-05-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1123.0125,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-06-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1084.726,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-07-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1079.28,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-10-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1079.56,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-11-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1081.995,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2015-12-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1083.575,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2016-01-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1078.16,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2016-02-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1074.694,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
2016-03-15,Rice (milled 80-20) - Wholesale,MT,cereals and tubers,1077.335,USD,Costa Rica,,0,National Average,300,86,14,18,1,300_86_14_18,
